server_id,window_start,window_end,avg_cpu,avg_mem,alert
server_13,22:35:00,22:35:30,42.36,42.75,
server_13,22:35:10,22:35:40,43.55,43.63,
server_13,22:35:20,22:35:50,40.47,42.86,
server_13,22:35:30,22:36:00,42.02,46.82,
server_13,22:35:40,22:36:10,46.9,40.08,
server_13,22:35:50,22:36:20,47.52,42.29,
server_13,22:36:00,22:36:30,58.03,49.53,
server_13,22:36:10,22:36:40,54.13,56.5,
server_13,22:36:20,22:36:50,51.23,52.73,
server_13,22:36:30,22:37:00,44.84,40.96,
server_13,22:36:40,22:37:10,43.81,43.6,
server_13,22:36:50,22:37:20,41.33,40.55,
server_13,22:37:00,22:37:30,44.55,46.65,
server_13,22:37:10,22:37:40,50.23,50.7,
server_13,22:37:20,22:37:50,57.09,69.23,
server_13,22:37:30,22:38:00,53.03,74.1,
server_13,22:37:40,22:38:10,54.64,65.25,
server_13,22:37:50,22:38:20,65.84,51.97,
server_13,22:38:00,22:38:30,67.77,43.86,
server_13,22:38:10,22:38:40,54.5,40.64,
server_13,22:38:20,22:38:50,40.73,40.34,
server_13,22:38:30,22:39:00,37.93,44.47,
server_13,22:38:40,22:39:10,46.84,46.28,
server_13,22:38:50,22:39:20,43.46,41.9,
server_13,22:39:00,22:39:30,43.86,39.56,
server_13,22:39:10,22:39:40,48.39,48.7,
server_13,22:39:20,22:39:50,54.43,66.24,
server_13,22:39:30,22:40:00,46.15,72.98,
server_13,22:39:40,22:40:10,44.35,61.97,
server_13,22:39:50,22:40:20,41.02,55.93,
server_13,22:40:00,22:40:30,60.18,57.53,
server_13,22:40:10,22:40:40,62.79,62.29,
server_13,22:40:20,22:40:50,69.36,43.99,
server_13,22:40:30,22:41:00,59.09,43.12,
server_13,22:40:40,22:41:10,49.84,50.39,
server_13,22:40:50,22:41:20,46.91,61.88,
server_13,22:41:00,22:41:30,46.8,52.24,
server_13,22:41:10,22:41:40,50.8,38.12,
server_13,22:41:20,22:41:50,43.8,30.08,
server_13,22:41:30,22:42:00,49.06,37.53,
server_13,22:41:40,22:42:10,45.74,43.11,
server_13,22:41:50,22:42:20,41.85,54.58,
server_13,22:42:00,22:42:30,35.35,50.02,
server_13,22:42:10,22:42:40,45.52,56.71,
server_13,22:42:20,22:42:50,48.5,45.63,
server_13,22:42:30,22:43:00,52.34,43.06,
server_13,22:42:40,22:43:10,44.94,42.58,
server_13,22:42:50,22:43:20,59.62,47.01,
server_13,22:43:00,22:43:30,64.27,51.55,
server_13,22:43:10,22:43:40,73.89,41.69,
server_13,22:43:20,22:43:50,63.55,40.79,
server_13,22:43:30,22:44:00,55.69,39.64,
server_13,22:43:40,22:44:10,43.53,43.69,
server_13,22:43:50,22:44:20,54.94,42.08,
server_13,22:44:00,22:44:30,53.53,41.65,
server_13,22:44:10,22:44:40,48.76,44.35,
server_13,22:44:20,22:44:50,39.09,49.36,
server_13,22:44:30,22:45:00,47.92,39.77,
server_13,22:44:40,22:45:10,65.86,33.76,
server_13,22:44:50,22:45:20,58.55,39.55,
server_13,22:45:00,22:45:30,65.08,42.3,
server_13,22:45:10,22:45:40,62.53,60.99,
server_13,22:45:20,22:45:50,74.5,42.91,
server_13,22:45:30,22:46:00,50.41,62.61,
server_13,22:45:40,22:46:10,34.89,47.13,
server_13,22:45:50,22:46:20,40.99,60.41,
server_13,22:46:00,22:46:30,47.84,41.4,
server_13,22:46:10,22:46:40,52.83,45.88,
server_13,22:46:20,22:46:50,43.93,36.57,
server_13,22:46:30,22:47:00,46.41,40.07,
server_13,22:46:40,22:47:10,47.77,44.51,
server_13,22:46:50,22:47:20,48.82,54.59,
server_13,22:47:00,22:47:30,55.09,50.72,
server_13,22:47:10,22:47:40,54.5,48.78,
server_13,22:47:20,22:47:50,61.33,53.12,
server_13,22:47:30,22:48:00,57.56,55.17,
server_13,22:47:40,22:48:10,48.89,54.08,
server_13,22:47:50,22:48:20,41.98,56.57,
server_13,22:48:00,22:48:30,43.09,60.1,
server_13,22:48:10,22:48:40,49.21,57.69,
server_13,22:48:20,22:48:50,47.09,51.19,
server_13,22:48:30,22:49:00,54.34,58.11,
server_13,22:48:40,22:49:10,55.99,58.01,
server_13,22:48:50,22:49:20,57.61,56.93,
server_13,22:49:00,22:49:30,49.38,52.86,
server_13,22:49:10,22:49:40,54.57,51.28,
server_13,22:49:20,22:49:50,58.21,36.19,
server_13,22:49:30,22:50:00,64.23,32.52,
server_13,22:49:40,22:50:10,61.49,40.1,
server_13,22:49:50,22:50:20,55.01,61.77,
server_13,22:50:00,22:50:30,43.67,69.19,
server_13,22:50:10,22:50:40,42.77,63.46,
server_13,22:50:20,22:50:50,44.31,52.07,
server_13,22:50:30,22:51:00,53.48,50.74,
server_13,22:50:40,22:51:10,45.38,45.63,
server_13,22:50:50,22:51:20,48.09,39.8,
server_13,22:51:00,22:51:30,54.3,27.46,
server_13,22:51:10,22:51:40,56.93,38.81,
server_13,22:51:20,22:51:50,55.44,48.69,
server_13,22:51:30,22:52:00,47.08,57.07,
server_13,22:51:40,22:52:10,62.1,58.56,
server_13,22:51:50,22:52:20,57.62,51.44,
server_13,22:52:00,22:52:30,60.67,53.12,
server_13,22:52:10,22:52:40,56.68,42.43,
server_13,22:52:20,22:52:50,56.84,52.51,
server_13,22:52:30,22:53:00,48.32,43.75,
server_13,22:52:40,22:53:10,38.29,46.71,
server_13,22:52:50,22:53:20,36.62,31.97,
server_14,20:53:00,20:53:30,33.76,36.41,
server_14,20:53:10,20:53:40,51.0,27.8,
server_14,20:53:20,20:53:50,63.6,39.4,
server_14,20:53:30,20:54:00,68.43,45.42,
server_14,20:53:40,20:54:10,52.53,44.72,
server_14,20:53:50,20:54:20,45.63,41.52,
server_14,20:54:00,20:54:30,54.78,27.24,
server_14,20:54:10,20:54:40,51.87,40.64,
server_14,20:54:20,20:54:50,53.63,42.14,
server_14,20:54:30,20:55:00,31.49,56.23,
server_14,20:54:40,20:55:10,47.11,55.25,
server_14,20:54:50,20:55:20,46.66,50.26,
server_14,20:55:00,20:55:30,45.42,55.65,
server_14,20:55:10,20:55:40,53.68,68.2,
server_14,20:55:20,20:55:50,64.06,73.69,
server_14,20:55:30,20:56:00,84.22,65.07,
server_14,20:55:40,20:56:10,65.88,49.63,
server_14,20:55:50,20:56:20,55.54,36.74,
server_14,20:56:00,20:56:30,39.47,34.42,
server_14,20:56:10,20:56:40,52.23,44.0,
server_14,20:56:20,20:56:50,57.27,57.75,
server_14,20:56:30,20:57:00,60.8,62.75,
server_14,20:56:40,20:57:10,53.6,50.09,
server_14,20:56:50,20:57:20,49.81,47.71,
server_14,20:57:00,20:57:30,42.55,55.16,
server_14,20:57:10,20:57:40,46.03,51.88,
server_14,20:57:20,20:57:50,50.43,45.57,
server_14,20:57:30,20:58:00,63.69,37.16,
server_14,20:57:40,20:58:10,74.1,55.65,
server_14,20:57:50,20:58:20,72.0,53.85,
server_14,20:58:00,20:58:30,74.64,61.03,
server_14,20:58:10,20:58:40,61.08,51.25,
server_14,20:58:20,20:58:50,51.73,51.55,
server_14,20:58:30,20:59:00,40.03,43.12,
server_14,20:58:40,20:59:10,37.1,42.06,
server_14,20:58:50,20:59:20,36.12,59.71,
server_14,20:59:00,20:59:30,38.34,56.37,
server_14,20:59:10,20:59:40,35.47,62.01,
server_14,20:59:20,20:59:50,57.48,66.7,
server_14,20:59:30,21:00:00,64.84,76.73,
server_14,20:59:40,21:00:10,68.21,68.85,
server_14,20:59:50,21:00:20,50.72,63.16,
server_14,21:00:00,21:00:30,40.2,59.19,
server_14,21:00:10,21:00:40,50.3,68.2,
server_14,21:00:20,21:00:50,47.47,55.35,
server_14,21:00:30,21:01:00,56.89,55.56,
server_14,21:00:40,21:01:10,44.69,46.15,
server_14,21:00:50,21:01:20,38.9,52.85,
server_14,21:01:00,21:01:30,28.88,56.9,
server_14,21:01:10,21:01:40,43.26,62.72,
server_14,21:01:20,21:01:50,56.7,60.61,
server_14,21:01:30,21:02:00,77.03,58.32,
server_14,21:01:40,21:02:10,62.05,53.28,
server_14,21:01:50,21:02:20,46.8,65.02,
server_14,21:02:00,21:02:30,36.51,62.51,
server_14,21:02:10,21:02:40,33.76,68.82,
server_14,21:02:20,21:02:50,44.89,51.12,
server_14,21:02:30,21:03:00,42.13,51.46,
server_14,21:02:40,21:03:10,46.79,45.29,
server_14,21:02:50,21:03:20,57.11,47.14,
server_14,21:03:00,21:03:30,60.13,47.31,
server_14,21:03:10,21:03:40,74.46,49.14,
server_14,21:03:20,21:03:50,65.0,50.34,
server_14,21:03:30,21:04:00,58.58,49.21,
server_14,21:03:40,21:04:10,44.89,50.45,
server_14,21:03:50,21:04:20,44.34,49.46,
server_14,21:04:00,21:04:30,57.02,58.58,
server_14,21:04:10,21:04:40,57.69,59.39,
server_14,21:04:20,21:04:50,56.77,60.39,
server_14,21:04:30,21:05:00,61.4,40.45,
server_14,21:04:40,21:05:10,63.42,52.14,
server_14,21:04:50,21:05:20,69.98,52.74,
server_14,21:05:00,21:05:30,71.29,51.71,
server_14,21:05:10,21:05:40,75.59,29.54,
server_14,21:05:20,21:05:50,75.23,45.35,
server_14,21:05:30,21:06:00,60.87,63.25,
server_14,21:05:40,21:06:10,48.35,74.83,
server_14,21:05:50,21:06:20,49.78,56.88,
server_14,21:06:00,21:06:30,49.47,64.11,
server_14,21:06:10,21:06:40,49.25,64.0,
server_14,21:06:20,21:06:50,57.5,69.33,
server_14,21:06:30,21:07:00,63.47,47.48,
server_14,21:06:40,21:07:10,62.77,42.88,
server_14,21:06:50,21:07:20,52.26,49.4,
server_14,21:07:00,21:07:30,55.9,60.91,
server_14,21:07:10,21:07:40,52.78,67.59,
server_14,21:07:20,21:07:50,52.5,60.68,
server_14,21:07:30,21:08:00,36.06,62.68,
server_14,21:07:40,21:08:10,41.17,50.7,
server_14,21:07:50,21:08:20,36.13,45.04,
server_14,21:08:00,21:08:30,36.91,37.47,
server_14,21:08:10,21:08:40,50.98,40.31,
server_14,21:08:20,21:08:50,45.06,49.06,
server_14,21:08:30,21:09:00,44.71,58.34,
server_14,21:08:40,21:09:10,49.18,61.58,
server_14,21:08:50,21:09:20,63.28,62.92,
server_14,21:09:00,21:09:30,67.66,54.33,
server_14,21:09:10,21:09:40,60.7,57.75,
server_14,21:09:20,21:09:50,70.73,56.11,
server_14,21:09:30,21:10:00,75.38,69.12,
server_14,21:09:40,21:10:10,75.62,59.66,
server_14,21:09:50,21:10:20,72.48,54.85,
server_14,21:10:00,21:10:30,79.63,44.23,
server_14,21:10:10,21:10:40,82.44,57.08,
server_14,21:10:20,21:10:50,63.39,64.22,
server_14,21:10:30,21:11:00,65.07,68.09,
server_14,21:10:40,21:11:10,52.57,58.2,
server_14,21:10:50,21:11:20,54.82,47.32,
server_14,21:11:00,21:11:30,56.17,43.24,
server_14,21:11:10,21:11:40,55.02,52.41,
server_14,21:11:20,21:11:50,48.29,61.81,
server_14,21:11:30,21:12:00,36.82,63.62,
server_14,21:11:40,21:12:10,48.02,66.31,
server_14,21:11:50,21:12:20,63.34,53.09,
server_14,21:12:00,21:12:30,70.97,60.71,
server_14,21:12:10,21:12:40,77.26,66.05,
server_14,21:12:20,21:12:50,78.69,73.39,
server_14,21:12:30,21:13:00,71.0,54.07,
server_14,21:12:40,21:13:10,56.57,46.06,
server_14,21:12:50,21:13:20,51.57,60.78,
server_14,21:13:00,21:13:30,44.78,64.84,
server_14,21:13:10,21:13:40,36.45,65.09,
server_14,21:13:20,21:13:50,32.97,47.52,
server_14,21:13:30,21:14:00,52.83,52.76,
server_14,21:13:40,21:14:10,72.92,51.49,
server_14,21:13:50,21:14:20,76.7,52.28,
server_14,21:14:00,21:14:30,64.5,57.58,
server_14,21:14:10,21:14:40,50.69,50.44,
server_14,21:14:20,21:14:50,53.14,59.78,
server_14,21:14:30,21:15:00,51.4,62.1,
server_14,21:14:40,21:15:10,56.62,68.08,
server_14,21:14:50,21:15:20,64.99,56.32,
server_14,21:15:00,21:15:30,75.29,39.72,
server_14,21:15:10,21:15:40,87.83,49.07,
server_14,21:15:20,21:15:50,74.97,51.54,
server_14,21:15:30,21:16:00,72.94,66.2,
server_14,21:15:40,21:16:10,62.67,56.1,
server_14,21:15:50,21:16:20,58.11,67.93,
server_14,21:16:00,21:16:30,50.01,65.05,
server_14,21:16:10,21:16:40,53.81,63.63,
server_14,21:16:20,21:16:50,56.57,50.41,
server_14,21:16:30,21:17:00,53.33,47.39,
server_14,21:16:40,21:17:10,41.1,40.87,
server_14,21:16:50,21:17:20,38.64,40.42,
server_14,21:17:00,21:17:30,35.85,49.51,
server_14,21:17:10,21:17:40,36.15,49.69,
server_14,21:17:20,21:17:50,46.87,60.17,
server_14,21:17:30,21:18:00,50.47,50.65,
server_14,21:17:40,21:18:10,67.03,57.94,
server_14,21:17:50,21:18:20,61.11,52.17,
server_14,21:18:00,21:18:30,70.8,60.41,
server_14,21:18:10,21:18:40,59.79,45.41,
server_14,21:18:20,21:18:50,69.5,54.04,
server_14,21:18:30,21:19:00,70.08,42.59,
server_14,21:18:40,21:19:10,63.28,52.62,
server_14,21:18:50,21:19:20,57.32,46.99,
server_14,21:19:00,21:19:30,47.06,52.69,
server_14,21:19:10,21:19:40,46.26,51.08,
server_14,21:19:20,21:19:50,37.19,43.49,
server_14,21:19:30,21:20:00,44.0,45.66,
server_14,21:19:40,21:20:10,53.17,50.73,
server_14,21:19:50,21:20:20,51.1,48.55,
server_14,21:20:00,21:20:30,49.65,38.76,
server_14,21:20:10,21:20:40,45.11,49.7,
server_14,21:20:20,21:20:50,51.88,58.08,
server_14,21:20:30,21:21:00,55.71,62.98,
server_14,21:20:40,21:21:10,56.61,47.2,
server_14,21:20:50,21:21:20,50.68,39.93,
server_14,21:21:00,21:21:30,39.98,37.6,
server_14,21:21:10,21:21:40,37.54,40.06,
server_14,21:21:20,21:21:50,39.7,44.09,
server_14,21:21:30,21:22:00,45.43,38.71,
server_14,21:21:40,21:22:10,56.05,44.29,
server_14,21:21:50,21:22:20,67.07,42.31,
server_14,21:22:00,21:22:30,78.53,52.64,
server_14,21:22:10,21:22:40,74.45,52.53,
server_14,21:22:20,21:22:50,61.39,48.79,
server_14,21:22:30,21:23:00,60.36,63.22,
server_14,21:22:40,21:23:10,58.65,62.79,
server_14,21:22:50,21:23:20,71.04,67.07,
server_14,21:23:00,21:23:30,62.55,54.89,
server_14,21:23:10,21:23:40,63.81,51.09,
server_14,21:23:20,21:23:50,63.84,49.26,
server_14,21:23:30,21:24:00,60.3,49.92,
server_14,21:23:40,21:24:10,67.12,58.01,
server_14,21:23:50,21:24:20,62.66,52.57,
server_14,21:24:00,21:24:30,57.69,41.96,
server_14,21:24:10,21:24:40,47.01,37.35,
server_14,21:24:20,21:24:50,48.87,50.53,
server_14,21:24:30,21:25:00,54.47,56.32,
server_14,21:24:40,21:25:10,53.33,61.4,
server_14,21:24:50,21:25:20,44.95,70.09,
server_14,21:25:00,21:25:30,40.8,71.86,
server_14,21:25:10,21:25:40,37.55,59.05,
server_14,21:25:20,21:25:50,51.11,56.44,
server_14,21:25:30,21:26:00,44.31,63.84,
server_14,21:25:40,21:26:10,40.67,71.95,
server_14,21:25:50,21:26:20,26.16,69.37,
server_14,21:26:00,21:26:30,39.57,50.99,
server_14,21:26:10,21:26:40,55.4,51.84,
server_14,21:26:20,21:26:50,67.87,40.54,
server_14,21:26:30,21:27:00,54.2,55.61,
server_14,21:26:40,21:27:10,51.05,42.97,
server_14,21:26:50,21:27:20,48.24,51.24,
server_14,21:27:00,21:27:30,54.92,45.75,
server_14,21:27:10,21:27:40,57.75,58.65,
server_14,21:27:20,21:27:50,53.16,58.11,
server_14,21:27:30,21:28:00,58.89,51.35,
server_14,21:27:40,21:28:10,57.04,49.56,
server_14,21:27:50,21:28:20,72.05,46.74,
server_14,21:28:00,21:28:30,75.12,57.84,
server_14,21:28:10,21:28:40,76.2,47.0,
server_14,21:28:20,21:28:50,66.42,53.33,
server_14,21:28:30,21:29:00,70.6,37.72,
server_14,21:28:40,21:29:10,72.4,40.31,
server_14,21:28:50,21:29:20,68.54,31.33,
server_14,21:29:00,21:29:30,58.72,51.74,
server_14,21:29:10,21:29:40,55.48,62.49,
server_14,21:29:20,21:29:50,49.28,57.24,
server_14,21:29:30,21:30:00,47.41,45.72,
server_14,21:29:40,21:30:10,44.69,44.03,
server_14,21:29:50,21:30:20,57.15,49.33,
server_14,21:30:00,21:30:30,64.38,43.13,
server_14,21:30:10,21:30:40,55.73,30.95,
server_14,21:30:20,21:30:50,52.65,48.59,
server_14,21:30:30,21:31:00,39.79,62.29,
server_14,21:30:40,21:31:10,52.22,65.22,
server_14,21:30:50,21:31:20,56.89,57.38,
server_14,21:31:00,21:31:30,64.74,53.97,
server_14,21:31:10,21:31:40,59.17,60.82,
server_14,21:31:20,21:31:50,55.92,55.11,
server_14,21:31:30,21:32:00,47.66,50.57,
server_14,21:31:40,21:32:10,49.0,63.43,
server_14,21:31:50,21:32:20,49.71,62.5,
server_14,21:32:00,21:32:30,57.82,66.7,
server_14,21:32:10,21:32:40,60.64,53.48,
server_14,21:32:20,21:32:50,47.15,47.38,
server_14,21:32:30,21:33:00,45.56,46.73,
server_14,21:32:40,21:33:10,51.78,51.88,
server_14,21:32:50,21:33:20,65.5,49.09,
server_14,21:33:00,21:33:30,61.0,43.94,
server_14,21:33:10,21:33:40,57.72,43.98,
server_14,21:33:20,21:33:50,47.91,49.78,
server_14,21:33:30,21:34:00,52.46,53.79,
server_14,21:33:40,21:34:10,44.47,49.79,
server_14,21:33:50,21:34:20,42.89,58.51,
server_14,21:34:00,21:34:30,43.28,55.49,
server_14,21:34:10,21:34:40,46.72,47.86,
server_14,21:34:20,21:34:50,41.23,44.1,
server_14,21:34:30,21:35:00,38.45,47.6,
server_14,21:34:40,21:35:10,34.84,59.69,
server_14,21:34:50,21:35:20,49.78,44.44,
server_14,21:35:00,21:35:30,49.64,51.98,
server_14,21:35:10,21:35:40,49.5,46.51,
server_14,21:35:20,21:35:50,41.13,58.02,
server_14,21:35:30,21:36:00,41.04,45.8,
server_14,21:35:40,21:36:10,39.29,40.54,
server_14,21:35:50,21:36:20,54.1,55.04,
server_14,21:36:00,21:36:30,62.38,51.05,
server_14,21:36:10,21:36:40,51.96,69.05,
server_14,21:36:20,21:36:50,51.13,62.21,
server_14,21:36:30,21:37:00,41.27,79.28,
server_14,21:36:40,21:37:10,49.04,74.64,
server_14,21:36:50,21:37:20,45.2,62.58,
server_14,21:37:00,21:37:30,46.95,53.59,
server_14,21:37:10,21:37:40,54.9,31.34,
server_14,21:37:20,21:37:50,51.32,37.7,
server_14,21:37:30,21:38:00,64.4,47.52,
server_14,21:37:40,21:38:10,61.43,75.45,
server_14,21:37:50,21:38:20,59.83,74.68,
server_14,21:38:00,21:38:30,54.69,68.46,
server_14,21:38:10,21:38:40,69.26,54.69,
server_14,21:38:20,21:38:50,70.43,55.62,
server_14,21:38:30,21:39:00,66.28,59.32,
server_14,21:38:40,21:39:10,49.15,68.67,
server_14,21:38:50,21:39:20,53.25,76.83,
server_14,21:39:00,21:39:30,64.48,64.71,
server_14,21:39:10,21:39:40,67.22,52.07,
server_14,21:39:20,21:39:50,63.83,49.1,
server_14,21:39:30,21:40:00,53.84,56.45,
server_14,21:39:40,21:40:10,55.37,59.74,
server_14,21:39:50,21:40:20,63.12,51.75,
server_14,21:40:00,21:40:30,58.97,44.59,
server_14,21:40:10,21:40:40,55.57,40.65,
server_14,21:40:20,21:40:50,43.26,44.21,
server_14,21:40:30,21:41:00,46.6,44.6,
server_14,21:40:40,21:41:10,51.82,46.48,
server_14,21:40:50,21:41:20,52.84,55.83,
server_14,21:41:00,21:41:30,49.32,65.2,
server_14,21:41:10,21:41:40,52.23,60.78,
server_14,21:41:20,21:41:50,56.44,55.9,
server_14,21:41:30,21:42:00,66.17,61.47,
server_14,21:41:40,21:42:10,60.36,67.19,
server_14,21:41:50,21:42:20,52.68,70.88,
server_14,21:42:00,21:42:30,45.69,62.31,
server_14,21:42:10,21:42:40,41.66,69.49,
server_14,21:42:20,21:42:50,49.93,62.06,
server_14,21:42:30,21:43:00,44.2,54.91,
server_14,21:42:40,21:43:10,51.62,41.59,
server_14,21:42:50,21:43:20,57.18,31.94,
server_14,21:43:00,21:43:30,72.29,30.83,
server_14,21:43:10,21:43:40,77.76,44.59,
server_14,21:43:20,21:43:50,64.5,48.21,
server_14,21:43:30,21:44:00,59.03,52.03,
server_14,21:43:40,21:44:10,46.02,41.34,
server_14,21:43:50,21:44:20,45.31,41.74,
server_14,21:44:00,21:44:30,38.99,37.49,
server_14,21:44:10,21:44:40,46.53,43.75,
server_14,21:44:20,21:44:50,45.84,57.47,
server_14,21:44:30,21:45:00,57.78,72.97,
server_14,21:44:40,21:45:10,51.71,67.28,
server_14,21:44:50,21:45:20,60.85,56.8,
server_14,21:45:00,21:45:30,47.94,45.33,
server_14,21:45:10,21:45:40,46.74,40.24,
server_14,21:45:20,21:45:50,36.36,47.64,
server_14,21:45:30,21:46:00,47.25,44.62,
server_14,21:45:40,21:46:10,44.81,56.86,
server_14,21:45:50,21:46:20,44.57,59.12,
server_14,21:46:00,21:46:30,39.41,64.83,
server_14,21:46:10,21:46:40,51.41,64.2,
server_14,21:46:20,21:46:50,63.44,55.93,
server_14,21:46:30,21:47:00,62.43,60.98,
server_14,21:46:40,21:47:10,58.17,51.68,
server_14,21:46:50,21:47:20,56.12,53.33,
server_14,21:47:00,21:47:30,66.81,41.4,
server_14,21:47:10,21:47:40,59.05,53.01,
server_14,21:47:20,21:47:50,55.26,50.9,
server_14,21:47:30,21:48:00,36.24,68.92,
server_14,21:47:40,21:48:10,38.6,58.51,
server_14,21:47:50,21:48:20,38.6,57.67,
server_14,21:48:00,21:48:30,48.9,52.02,
server_14,21:48:10,21:48:40,50.95,50.14,
server_14,21:48:20,21:48:50,45.92,49.94,
server_14,21:48:30,21:49:00,41.64,47.5,
server_14,21:48:40,21:49:10,46.29,43.76,
server_14,21:48:50,21:49:20,44.72,42.75,
server_14,21:49:00,21:49:30,40.32,44.82,
server_14,21:49:10,21:49:40,35.99,51.2,
server_14,21:49:20,21:49:50,43.12,55.63,
server_14,21:49:30,21:50:00,44.06,58.85,
server_14,21:49:40,21:50:10,51.16,66.39,
server_14,21:49:50,21:50:20,54.06,57.85,
server_14,21:50:00,21:50:30,51.02,52.93,
server_14,21:50:10,21:50:40,42.44,44.49,
server_14,21:50:20,21:50:50,39.54,63.53,
server_14,21:50:30,21:51:00,49.31,60.15,
server_14,21:50:40,21:51:10,52.36,58.94,
server_14,21:50:50,21:51:20,47.68,54.23,
server_14,21:51:00,21:51:30,46.26,51.81,
server_14,21:51:10,21:51:40,40.59,54.73,
server_14,21:51:20,21:51:50,51.87,39.81,
server_14,21:51:30,21:52:00,61.97,47.41,
server_14,21:51:40,21:52:10,70.48,50.11,
server_14,21:51:50,21:52:20,66.4,57.51,
server_14,21:52:00,21:52:30,51.52,50.87,
server_14,21:52:10,21:52:40,46.56,49.31,
server_14,21:52:20,21:52:50,36.04,55.65,
server_14,21:52:30,21:53:00,33.45,63.51,
server_14,21:52:40,21:53:10,35.39,71.86,
server_14,21:52:50,21:53:20,38.37,60.4,
server_14,21:53:00,21:53:30,45.33,52.47,
server_14,21:53:10,21:53:40,51.15,52.94,
server_14,21:53:20,21:53:50,70.17,57.3,
server_14,21:53:30,21:54:00,71.59,62.62,
server_14,21:53:40,21:54:10,69.12,54.71,
server_14,21:53:50,21:54:20,54.03,55.96,
server_14,21:54:00,21:54:30,52.39,58.9,
server_14,21:54:10,21:54:40,65.79,60.09,
server_14,21:54:20,21:54:50,68.23,63.53,
server_14,21:54:30,21:55:00,73.71,55.24,
server_14,21:54:40,21:55:10,49.23,58.35,
server_14,21:54:50,21:55:20,49.17,43.62,
server_14,21:55:00,21:55:30,40.68,48.24,
server_14,21:55:10,21:55:40,58.81,43.43,
server_14,21:55:20,21:55:50,70.02,56.26,
server_14,21:55:30,21:56:00,64.46,50.55,
server_14,21:55:40,21:56:10,56.34,51.65,
server_14,21:55:50,21:56:20,38.71,47.44,
server_14,21:56:00,21:56:30,59.06,53.71,
server_14,21:56:10,21:56:40,54.55,50.76,
server_14,21:56:20,21:56:50,61.1,44.08,
server_14,21:56:30,21:57:00,42.89,38.15,
server_14,21:56:40,21:57:10,40.0,36.03,
server_14,21:56:50,21:57:20,44.12,51.76,
server_14,21:57:00,21:57:30,53.6,59.8,
server_14,21:57:10,21:57:40,75.53,65.75,
server_14,21:57:20,21:57:50,73.43,65.01,
server_14,21:57:30,21:58:00,70.0,58.87,
server_14,21:57:40,21:58:10,56.38,57.91,
server_14,21:57:50,21:58:20,55.38,53.17,
server_14,21:58:00,21:58:30,47.39,56.02,
server_14,21:58:10,21:58:40,55.74,61.78,
server_14,21:58:20,21:58:50,46.76,56.69,
server_14,21:58:30,21:59:00,60.09,45.26,
server_14,21:58:40,21:59:10,46.91,34.61,
server_14,21:58:50,21:59:20,55.41,28.09,
server_14,21:59:00,21:59:30,54.04,27.63,
server_14,21:59:10,21:59:40,58.29,34.4,
server_14,21:59:20,21:59:50,59.67,42.25,
server_14,21:59:30,22:00:00,61.96,47.63,
server_14,21:59:40,22:00:10,59.7,44.23,
server_14,21:59:50,22:00:20,58.06,40.23,
server_14,22:00:00,22:00:30,43.38,49.07,
server_14,22:00:10,22:00:40,35.49,53.18,
server_14,22:00:20,22:00:50,37.9,64.02,
server_14,22:00:30,22:01:00,41.41,54.35,
server_14,22:00:40,22:01:10,42.9,50.34,
server_14,22:00:50,22:01:20,49.32,52.0,
server_14,22:01:00,22:01:30,40.84,70.24,
server_14,22:01:10,22:01:40,39.3,75.56,
server_14,22:01:20,22:01:50,20.78,74.78,
server_14,22:01:30,22:02:00,40.15,70.08,
server_14,22:01:40,22:02:10,53.98,73.19,
server_14,22:01:50,22:02:20,76.42,80.09,
server_14,22:02:00,22:02:30,78.8,66.85,
server_14,22:02:10,22:02:40,77.17,51.95,
server_14,22:02:20,22:02:50,78.05,25.52,
server_14,22:02:30,22:03:00,75.17,27.07,
server_14,22:02:40,22:03:10,78.65,29.96,
server_14,22:02:50,22:03:20,70.45,37.09,
server_14,22:03:00,22:03:30,54.78,53.41,
server_14,22:03:10,22:03:40,52.53,45.94,
server_14,22:03:20,22:03:50,42.07,50.6,
server_14,22:03:30,22:04:00,47.83,40.27,
server_14,22:03:40,22:04:10,47.79,54.73,
server_14,22:03:50,22:04:20,58.45,57.7,
server_14,22:04:00,22:04:30,65.28,56.47,
server_14,22:04:10,22:04:40,60.54,51.57,
server_14,22:04:20,22:04:50,49.48,56.33,
server_14,22:04:30,22:05:00,44.58,59.89,
server_14,22:04:40,22:05:10,48.71,66.1,
server_14,22:04:50,22:05:20,52.82,59.13,
server_14,22:05:00,22:05:30,58.79,61.54,
server_14,22:05:10,22:05:40,50.22,54.72,
server_14,22:05:20,22:05:50,47.11,50.49,
server_14,22:05:30,22:06:00,43.23,46.68,
server_14,22:05:40,22:06:10,42.94,44.6,
server_14,22:05:50,22:06:20,58.68,60.61,
server_14,22:06:00,22:06:30,66.91,65.83,
server_14,22:06:10,22:06:40,62.71,75.18,
server_14,22:06:20,22:06:50,53.2,58.64,
server_14,22:06:30,22:07:00,45.12,44.38,
server_14,22:06:40,22:07:10,46.47,45.0,
server_14,22:06:50,22:07:20,42.4,48.59,
server_14,22:07:00,22:07:30,51.29,50.4,
server_14,22:07:10,22:07:40,66.6,35.47,
server_14,22:07:20,22:07:50,70.25,42.8,
server_14,22:07:30,22:08:00,64.6,37.23,
server_14,22:07:40,22:08:10,54.46,45.11,
server_14,22:07:50,22:08:20,50.74,36.09,
