ts,server_id,net_in,net_out
21:30:10,server_15,205.04,220.6
21:30:10,server_19,522.06,666.61
21:30:10,server_17,73.61,85.23
21:30:10,server_18,346.87,414.44
21:30:10,server_12,368.39,419.54
21:30:10,server_16,162.88,165.95
21:30:10,server_11,608.75,828.17
21:30:10,server_7,495.3,583.43
21:30:10,server_9,386.1,446.85
21:30:10,server_8,18524.93,20058.39
21:30:10,server_6,877.05,859.97
21:30:10,server_5,4294.6,4550.91
21:30:10,server_4,171.37,169.23
21:30:10,server_3,573.12,417.66
21:30:10,server_2,836.34,808.17
21:30:10,server_1,503.7,368.19
21:30:10,server_10,16938.14,14658.76
21:30:15,server_13,921.64,1278.45
21:30:15,server_14,611.0,771.35
21:30:15,server_15,44.45,42.65
21:30:15,server_20,4125.95,4126.44
21:30:15,server_18,3372.17,3441.83
21:30:15,server_19,109.81,79.73
21:30:15,server_12,252.76,256.39
21:30:15,server_16,134.0,185.77
21:30:15,server_11,613.25,349.66
21:30:15,server_17,495.78,441.91
21:30:15,server_9,9118.02,7905.86
21:30:15,server_8,11024.36,9717.58
21:30:15,server_7,973.25,869.8
21:30:15,server_6,145.97,127.55
21:30:15,server_5,38.14,31.24
21:30:15,server_4,867.53,1269.77
21:30:15,server_3,4175.72,3462.45
21:30:15,server_2,786.81,826.73
21:30:15,server_1,889.62,1269.49
21:30:15,server_10,921.65,865.25
21:30:20,server_13,806.5,528.1
21:30:20,server_14,859.26,1126.31
21:30:20,server_15,370.55,371.56
21:30:20,server_20,2151.14,2226.92
21:30:20,server_17,4471.03,3771.18
21:30:20,server_18,397.76,560.99
21:30:20,server_19,2262.23,2306.72
21:30:20,server_12,296.72,155.53
21:30:20,server_16,320.38,242.02
21:30:20,server_11,654.15,633.91
21:30:20,server_7,19.71,28.38
21:30:20,server_9,10095.33,11604.77
21:30:20,server_8,887.15,927.76
21:30:20,server_6,657.54,665.26
21:30:20,server_5,2606.63,2972.46
21:30:20,server_4,454.52,291.96
21:30:20,server_3,15875.58,18047.04
21:30:20,server_2,619.66,643.16
21:30:20,server_1,377.66,272.9
21:30:20,server_10,1007.36,565.01
21:30:25,server_15,737.5,1040.35
21:30:25,server_14,446.38,528.7
21:30:25,server_16,716.37,525.82
21:30:25,server_13,255.42,140.41
21:30:25,server_18,912.05,487.97
21:30:25,server_19,542.46,777.22
21:30:25,server_20,16378.5,19482.98
21:30:25,server_12,15459.48,15605.81
21:30:25,server_17,667.84,371.12
21:30:25,server_11,861.62,1154.17
21:30:25,server_10,628.46,763.72
21:30:25,server_9,3395.34,3292.89
21:30:25,server_2,967.97,882.36
21:30:25,server_3,55.34,30.85
21:30:25,server_4,882.64,891.42
21:30:25,server_1,380.41,462.19
21:30:25,server_6,618.76,840.41
21:30:25,server_7,292.11,392.66
21:30:25,server_8,582.92,501.2
21:30:25,server_5,629.66,733.43
21:30:30,server_12,110.46,116.5
21:30:30,server_19,607.06,754.93
21:30:30,server_18,426.41,488.89
21:30:30,server_17,290.78,392.43
21:30:30,server_16,663.3,487.73
21:30:30,server_15,39.39,31.05
21:30:30,server_14,274.54,259.57
21:30:30,server_13,351.4,372.09
21:30:30,server_11,2097.8,1916.07
21:30:30,server_20,327.53,418.02
21:30:30,server_9,12.72,17.23
21:30:30,server_1,17147.49,17015.36
21:30:30,server_2,959.12,831.58
21:30:30,server_3,93.68,59.24
21:30:30,server_4,3770.59,3885.14
21:30:30,server_10,898.76,692.54
21:30:30,server_6,77.3,47.19
21:30:30,server_7,659.93,828.65
21:30:30,server_8,393.89,265.1
21:30:30,server_5,339.43,300.34
21:30:35,server_11,567.69,360.61
21:30:35,server_19,5452.45,5425.25
21:30:35,server_18,0.0,0.0
21:30:35,server_17,2781.05,2273.82
21:30:35,server_16,4334.04,4837.53
21:30:35,server_15,569.39,563.86
21:30:35,server_14,298.24,377.44
21:30:35,server_13,710.56,861.12
21:30:35,server_12,875.28,667.11
21:30:35,server_20,824.75,932.79
21:30:35,server_10,101.22,96.91
21:30:35,server_8,622.96,338.66
21:30:35,server_7,343.54,424.81
21:30:35,server_6,76.36,77.67
21:30:35,server_5,630.82,883.13
21:30:35,server_4,635.04,490.5
21:30:35,server_3,919.3,952.82
21:30:35,server_2,271.57,205.21
21:30:35,server_1,639.32,803.6
21:30:35,server_9,297.16,380.64
21:30:40,server_14,241.91,137.96
21:30:40,server_15,4548.71,5411.28
21:30:40,server_16,16483.47,17782.05
21:30:40,server_13,13720.57,15810.07
21:30:40,server_18,5285.61,5982.86
21:30:40,server_19,552.81,576.34
21:30:40,server_20,311.1,399.25
21:30:40,server_17,303.32,234.27
21:30:40,server_12,479.56,267.57
21:30:40,server_11,257.75,330.78
21:30:40,server_1,620.56,323.79
21:30:40,server_9,392.54,428.94
21:30:40,server_8,996.97,1426.17
21:30:40,server_7,896.32,714.78
21:30:40,server_6,1033.73,1282.2
21:30:40,server_5,3720.42,3198.7
21:30:40,server_4,894.1,1060.0
21:30:40,server_3,643.06,669.83
21:30:40,server_2,789.3,942.4
21:30:40,server_10,9739.39,8718.66
21:30:45,server_13,150.35,111.49
21:30:45,server_14,871.17,607.49
21:30:45,server_15,850.09,980.96
21:30:45,server_20,918.17,489.37
21:30:45,server_18,485.12,258.3
21:30:45,server_19,536.94,607.55
21:30:45,server_12,106.73,133.76
21:30:45,server_16,17269.95,14682.03
21:30:45,server_11,476.14,540.33
21:30:45,server_17,527.82,741.28
21:30:45,server_9,114.42,141.27
21:30:45,server_10,14017.6,12984.07
21:30:45,server_2,2870.39,3136.75
21:30:45,server_3,981.99,624.77
21:30:45,server_4,648.55,491.19
21:30:45,server_1,425.08,462.69
21:30:45,server_6,126.77,131.54
21:30:45,server_7,918.82,789.66
21:30:45,server_8,17391.28,17096.82
21:30:45,server_5,428.01,460.29
21:30:50,server_20,429.07,564.31
21:30:50,server_12,498.57,606.96
21:30:50,server_19,164.89,123.04
21:30:50,server_18,161.87,137.14
21:30:50,server_17,697.09,419.75
21:30:50,server_16,9851.25,8378.01
21:30:50,server_15,4112.63,3494.55
21:30:50,server_14,181.46,154.98
21:30:50,server_13,448.61,329.5
21:30:50,server_11,534.92,765.99
21:30:50,server_7,504.68,740.84
21:30:50,server_9,277.35,321.06
21:30:50,server_8,307.89,434.04
21:30:50,server_6,356.67,254.12
21:30:50,server_5,556.68,312.72
21:30:50,server_4,77.39,113.77
21:30:50,server_3,936.68,951.96
21:30:50,server_2,169.36,113.6
21:30:50,server_1,1069.2,1443.16
21:30:50,server_10,19363.68,18025.05
21:30:55,server_15,418.09,474.04
21:30:55,server_13,899.98,1182.68
21:30:55,server_14,41.22,40.71
21:30:55,server_16,19155.19,19856.01
21:30:55,server_12,393.49,299.57
21:30:55,server_18,590.82,686.18
21:30:55,server_19,329.5,426.37
21:30:55,server_20,178.05,217.77
21:30:55,server_17,338.42,427.06
21:30:55,server_11,621.11,519.94
21:30:55,server_1,326.05,345.18
21:30:55,server_9,325.68,207.65
21:30:55,server_2,157.38,85.0
21:30:55,server_3,700.08,893.69
21:30:55,server_4,4076.93,3570.96
21:30:55,server_10,231.41,275.12
21:30:55,server_6,106.34,81.75
21:30:55,server_7,505.27,497.71
21:30:55,server_8,647.1,636.55
21:30:55,server_5,3190.13,2630.96
21:31:00,server_13,6061.96,5558.43
21:31:00,server_20,512.56,621.01
21:31:00,server_19,2162.23,2294.66
21:31:00,server_18,850.82,919.08
21:31:00,server_17,1132.52,980.26
21:31:00,server_16,102.7,142.04
21:31:00,server_15,229.57,180.83
21:31:00,server_14,1222.06,1323.31
21:31:00,server_12,8949.96,9147.83
21:31:00,server_11,992.98,1319.58
21:31:00,server_1,995.77,1308.7
21:31:00,server_9,433.67,409.45
21:31:00,server_8,863.29,494.48
21:31:00,server_7,19414.36,20129.59
21:31:00,server_6,439.97,422.52
21:31:00,server_5,252.17,318.6
21:31:00,server_4,996.74,1431.04
21:31:00,server_3,1898.06,1602.41
21:31:00,server_2,13452.49,14969.12
21:31:00,server_10,969.04,530.45
21:31:05,server_13,19309.4,18477.21
21:31:05,server_14,782.69,772.33
21:31:05,server_15,518.08,385.39
21:31:05,server_16,397.57,319.07
21:31:05,server_12,581.79,581.51
21:31:05,server_18,1432.03,1483.99
21:31:05,server_19,162.54,136.58
21:31:05,server_20,388.66,371.86
21:31:05,server_17,13544.69,16181.51
21:31:05,server_11,750.02,695.9
21:31:05,server_1,127.96,160.65
21:31:05,server_9,374.54,547.88
21:31:05,server_8,621.52,554.99
21:31:05,server_7,147.56,142.15
21:31:05,server_6,828.67,933.6
21:31:05,server_5,598.48,315.07
21:31:05,server_4,289.0,151.7
21:31:05,server_3,181.38,246.86
21:31:05,server_2,271.25,250.43
21:31:05,server_10,906.05,821.08
21:31:10,server_13,688.24,580.35
21:31:10,server_14,596.63,563.77
21:31:10,server_15,954.35,1429.6
21:31:10,server_16,15195.28,18118.87
21:31:10,server_20,460.59,237.67
21:31:10,server_18,182.64,92.33
21:31:10,server_19,416.77,338.61
21:31:10,server_12,347.88,384.94
21:31:10,server_17,13518.19,13636.28
21:31:10,server_11,547.82,688.97
21:31:10,server_1,3.63,1.82
21:31:10,server_9,507.08,721.07
21:31:10,server_2,978.03,1213.55
21:31:10,server_3,2687.4,2703.29
21:31:10,server_4,37.27,25.99
21:31:10,server_10,55.87,60.71
21:31:10,server_6,3859.01,3718.55
21:31:10,server_7,848.31,1031.68
21:31:10,server_8,2146.14,1885.44
21:31:10,server_5,946.65,717.47
21:31:15,server_12,795.82,560.53
21:31:15,server_19,840.83,1079.84
21:31:15,server_18,907.2,958.12
21:31:15,server_17,667.39,421.78
21:31:15,server_16,621.36,682.29
21:31:15,server_15,54.86,36.15
21:31:15,server_14,918.24,670.85
21:31:15,server_13,881.49,928.54
21:31:15,server_20,229.85,210.38
21:31:15,server_11,522.4,685.09
21:31:15,server_9,999.43,657.82
21:31:15,server_8,911.59,1031.01
21:31:15,server_7,477.63,653.52
21:31:15,server_6,393.48,256.5
21:31:15,server_5,4794.66,5703.2
21:31:15,server_4,8748.14,9240.11
21:31:15,server_3,595.07,502.12
21:31:15,server_2,537.74,408.11
21:31:15,server_1,432.5,405.93
21:31:15,server_10,0.0,0.0
21:31:20,server_13,702.73,1022.78
21:31:20,server_14,4426.14,4430.21
21:31:20,server_15,438.03,562.35
21:31:20,server_16,771.84,441.64
21:31:20,server_12,1016.65,1178.37
21:31:20,server_18,319.91,457.68
21:31:20,server_19,907.94,576.55
21:31:20,server_20,326.41,346.27
21:31:20,server_17,561.36,326.28
21:31:20,server_11,917.74,945.81
21:31:20,server_10,152.73,165.0
21:31:20,server_9,401.79,379.64
21:31:20,server_8,487.1,625.18
21:31:20,server_7,882.97,1209.91
21:31:20,server_6,25.63,19.71
21:31:20,server_5,3232.38,3832.81
21:31:20,server_4,2321.74,2605.08
21:31:20,server_3,923.3,935.44
21:31:20,server_2,36.87,30.91
21:31:20,server_1,6932.02,6984.94
21:31:25,server_13,500.31,516.84
21:31:25,server_14,11705.0,11307.45
21:31:25,server_15,8234.37,9020.99
21:31:25,server_16,12.76,10.41
21:31:25,server_20,134.78,96.38
21:31:25,server_18,951.86,572.93
21:31:25,server_19,12441.3,10237.42
21:31:25,server_12,182.11,91.6
21:31:25,server_17,249.61,345.5
21:31:25,server_11,387.24,313.73
21:31:25,server_10,502.57,293.84
21:31:25,server_9,209.93,279.0
21:31:25,server_2,538.17,419.65
21:31:25,server_3,8.11,6.55
21:31:25,server_4,139.69,91.37
21:31:25,server_1,935.51,1330.06
21:31:25,server_6,3698.33,3942.48
21:31:25,server_7,72.53,36.91
21:31:25,server_8,989.71,882.72
21:31:25,server_5,173.08,248.09
21:31:30,server_12,3513.6,3445.68
21:31:30,server_19,9.06,5.63
21:31:30,server_18,935.71,787.36
21:31:30,server_17,242.02,247.72
21:31:30,server_16,340.44,470.35
21:31:30,server_15,4316.84,4732.86
21:31:30,server_14,610.44,874.51
21:31:30,server_13,151.13,168.82
21:31:30,server_11,1034.72,943.04
21:31:30,server_20,923.48,637.62
21:31:30,server_9,400.46,414.14
21:31:30,server_1,194.82,270.2
21:31:30,server_2,459.32,676.5
21:31:30,server_3,3173.26,3766.6
21:31:30,server_4,415.6,396.67
21:31:30,server_10,10539.89,9921.34
21:31:30,server_6,370.5,264.94
21:31:30,server_7,554.38,747.81
21:31:30,server_8,836.35,540.59
21:31:30,server_5,141.36,203.57
21:31:35,server_12,214.28,246.5
21:31:35,server_19,807.42,1166.9
21:31:35,server_18,1004.57,1258.11
21:31:35,server_17,890.76,800.16
21:31:35,server_16,452.84,603.63
21:31:35,server_15,924.1,563.83
21:31:35,server_14,370.07,299.77
21:31:35,server_13,932.81,865.81
21:31:35,server_11,134.18,128.43
21:31:35,server_20,610.28,602.85
21:31:35,server_9,632.74,607.23
21:31:35,server_1,11550.63,11573.98
21:31:35,server_2,160.44,190.54
21:31:35,server_3,947.5,494.36
21:31:35,server_4,176.51,223.43
21:31:35,server_10,996.83,1208.28
21:31:35,server_6,460.68,594.5
21:31:35,server_7,3098.43,3171.37
21:31:35,server_8,19456.01,18797.07
21:31:35,server_5,332.11,326.25
21:31:40,server_11,1003.99,1087.97
21:31:40,server_19,80.82,88.76
21:31:40,server_18,654.6,365.08
21:31:40,server_17,860.93,1116.7
21:31:40,server_16,45.11,50.43
21:31:40,server_15,2116.26,1782.94
21:31:40,server_14,14395.96,15337.46
21:31:40,server_13,2875.58,3271.94
21:31:40,server_12,253.09,361.64
21:31:40,server_20,577.28,473.91
21:31:40,server_10,1014.52,1327.2
21:31:40,server_8,450.31,495.82
21:31:40,server_7,918.46,1260.02
21:31:40,server_6,9782.1,8955.49
21:31:40,server_5,349.31,416.05
21:31:40,server_4,472.08,707.14
21:31:40,server_3,909.36,858.64
21:31:40,server_2,137.08,195.06
21:31:40,server_1,307.74,399.82
21:31:40,server_9,877.85,1050.33
21:31:45,server_13,3415.91,3354.35
21:31:45,server_14,516.5,697.42
21:31:45,server_15,857.23,473.35
21:31:45,server_12,920.15,1337.38
21:31:45,server_17,464.35,620.32
21:31:45,server_18,3616.61,2978.97
21:31:45,server_19,527.35,433.62
21:31:45,server_16,620.69,732.88
21:31:45,server_11,578.37,374.75
21:31:45,server_20,134.23,117.78
21:31:45,server_9,894.23,567.7
21:31:45,server_1,586.06,392.82
21:31:45,server_2,166.31,149.9
21:31:45,server_3,935.07,728.07
21:31:45,server_4,154.27,227.0
21:31:45,server_10,154.47,157.86
21:31:45,server_6,0.0,0.0
21:31:45,server_7,940.88,808.14
21:31:45,server_8,829.95,887.73
21:31:45,server_5,586.26,849.77
21:31:50,server_19,133.28,92.59
21:31:50,server_18,161.3,173.51
21:31:50,server_17,700.98,459.49
21:31:50,server_16,874.28,724.77
21:31:50,server_15,996.17,1463.99
21:31:50,server_14,258.36,190.01
21:31:50,server_13,5596.63,5927.65
21:31:50,server_12,407.48,299.13
21:31:50,server_11,402.17,413.59
21:31:50,server_20,537.03,470.83
21:31:50,server_9,252.84,301.95
21:31:50,server_1,452.97,265.17
21:31:50,server_2,4787.25,4489.74
21:31:50,server_3,236.68,121.57
21:31:50,server_4,941.78,1409.74
21:31:50,server_10,181.24,141.43
21:31:50,server_6,314.32,248.52
21:31:50,server_7,47.28,43.31
21:31:50,server_8,191.64,152.38
21:31:50,server_5,813.64,819.14
21:31:55,server_11,1010.21,561.55
21:31:55,server_19,334.47,270.28
21:31:55,server_18,1008.51,1188.56
21:31:55,server_17,44.07,36.2
21:31:55,server_16,95.84,56.24
21:31:55,server_15,955.68,545.92
21:31:55,server_14,199.11,235.12
21:31:55,server_13,16136.78,13304.48
21:31:55,server_12,972.95,934.35
21:31:55,server_20,946.04,1167.24
21:31:55,server_10,953.11,1394.64
21:31:55,server_8,5.39,3.44
21:31:55,server_9,4099.81,3741.85
21:31:55,server_1,474.94,300.7
21:31:55,server_2,1724.05,1759.73
21:31:55,server_3,851.83,592.57
21:31:55,server_5,66.67,38.3
21:31:55,server_6,826.6,1230.29
21:31:55,server_7,639.66,567.25
21:31:55,server_4,746.3,701.5
21:32:00,server_20,180.47,238.08
21:32:00,server_11,328.43,427.01
21:32:00,server_18,176.64,107.19
21:32:00,server_17,3524.56,4080.46
21:32:00,server_16,888.41,633.7
21:32:00,server_15,851.22,978.38
21:32:00,server_14,83.81,99.1
21:32:00,server_13,341.9,412.42
21:32:00,server_12,875.92,1092.23
21:32:00,server_19,147.48,153.51
21:32:00,server_10,684.23,984.89
21:32:00,server_8,666.3,759.26
21:32:00,server_1,276.59,190.78
21:32:00,server_2,1265.29,1330.35
21:32:00,server_3,160.98,104.71
21:32:00,server_9,169.6,163.74
21:32:00,server_5,390.55,455.75
21:32:00,server_6,214.27,180.01
21:32:00,server_7,1435.53,1455.07
21:32:00,server_4,466.11,577.27
21:32:05,server_12,218.32,195.64
21:32:05,server_19,348.37,469.07
21:32:05,server_18,486.22,595.27
21:32:05,server_17,16866.97,15032.57
21:32:05,server_16,64.64,61.18
21:32:05,server_15,181.24,251.17
21:32:05,server_14,873.59,1091.87
21:32:05,server_13,9817.59,11048.49
21:32:05,server_11,359.93,515.88
21:32:05,server_20,3214.81,3285.05
21:32:05,server_9,932.71,628.43
21:32:05,server_1,1613.54,1586.01
21:32:05,server_2,44.26,37.32
21:32:05,server_3,278.09,150.47
21:32:05,server_4,208.59,212.82
21:32:05,server_10,613.3,905.43
21:32:05,server_6,1711.98,1972.57
21:32:05,server_7,60.82,57.41
21:32:05,server_8,7571.13,8826.46
21:32:05,server_5,4555.51,4221.05
21:32:10,server_11,153.71,158.03
21:32:10,server_19,0.0,0.0
21:32:10,server_18,826.89,727.5
21:32:10,server_17,302.44,214.82
21:32:10,server_16,88.18,59.31
21:32:10,server_15,469.78,632.28
21:32:10,server_14,524.07,313.35
21:32:10,server_13,588.0,387.85
21:32:10,server_12,8013.68,7581.39
21:32:10,server_20,1016.84,995.74
21:32:10,server_10,580.52,777.97
21:32:10,server_8,887.04,469.21
21:32:10,server_7,571.08,763.79
21:32:10,server_6,435.45,416.58
21:32:10,server_5,921.48,1159.31
21:32:10,server_4,2238.46,1966.19
21:32:10,server_3,935.67,1390.4
21:32:10,server_2,291.68,400.76
21:32:10,server_1,52.53,68.42
21:32:10,server_9,329.13,406.25
21:32:15,server_13,4578.68,4873.17
21:32:15,server_14,19079.86,22382.65
21:32:15,server_15,248.17,138.39
21:32:15,server_12,137.41,158.82
21:32:15,server_17,608.85,620.66
21:32:15,server_18,174.07,102.26
21:32:15,server_19,522.83,388.21
21:32:15,server_16,10898.98,11598.64
21:32:15,server_11,17469.33,17136.71
21:32:15,server_20,748.02,501.81
21:32:15,server_9,1179.8,1158.19
21:32:15,server_1,11832.43,11042.74
21:32:15,server_2,859.14,1271.9
21:32:15,server_3,509.09,645.95
21:32:15,server_4,881.57,709.42
21:32:15,server_10,349.32,299.3
21:32:15,server_6,221.06,155.24
21:32:15,server_7,276.86,402.52
21:32:15,server_8,30.38,27.82
21:32:15,server_5,873.79,1072.58
21:32:20,server_12,196.35,183.73
21:32:20,server_20,15055.32,14938.14
21:32:20,server_19,14138.02,14207.83
21:32:20,server_18,606.15,794.75
21:32:20,server_17,415.57,267.89
21:32:20,server_16,262.94,140.89
21:32:20,server_15,128.69,69.14
21:32:20,server_14,2096.1,2019.36
21:32:20,server_13,666.97,445.36
21:32:20,server_11,0.67,0.93
21:32:20,server_10,396.66,217.2
21:32:20,server_9,858.77,1038.1
21:32:20,server_2,7231.48,7626.49
21:32:20,server_3,3843.29,3945.0
21:32:20,server_4,250.04,227.35
21:32:20,server_1,922.06,674.77
21:32:20,server_6,24.43,28.21
21:32:20,server_7,13656.96,15658.52
21:32:20,server_8,47.48,56.28
21:32:20,server_5,544.76,455.89
21:32:25,server_12,167.96,106.76
21:32:25,server_19,903.98,1215.97
21:32:25,server_18,37.47,44.33
21:32:25,server_17,616.13,397.9
21:32:25,server_16,3915.12,3254.0
21:32:25,server_15,426.37,463.57
21:32:25,server_14,462.21,438.54
21:32:25,server_13,239.2,253.64
21:32:25,server_11,183.46,111.82
21:32:25,server_20,145.66,75.14
21:32:25,server_9,553.53,764.08
21:32:25,server_1,610.76,710.63
21:32:25,server_2,894.59,605.73
21:32:25,server_3,912.25,997.68
21:32:25,server_4,938.54,736.1
21:32:25,server_10,920.96,1237.98
21:32:25,server_6,18079.26,20357.69
21:32:25,server_7,1028.61,566.01
21:32:25,server_8,291.31,259.83
21:32:25,server_5,982.83,779.84
21:32:30,server_12,0.0,0.0
21:32:30,server_19,341.82,322.23
21:32:30,server_18,197.5,171.38
21:32:30,server_17,464.3,628.01
21:32:30,server_16,130.72,180.28
21:32:30,server_15,4962.59,4782.93
21:32:30,server_14,325.46,297.22
21:32:30,server_13,999.02,875.44
21:32:30,server_11,378.22,279.87
21:32:30,server_20,214.64,184.58
21:32:30,server_9,857.2,1075.47
21:32:30,server_1,744.29,557.24
21:32:30,server_2,126.18,124.16
21:32:30,server_3,149.29,191.69
21:32:30,server_4,2867.7,2916.57
21:32:30,server_10,428.19,432.24
21:32:30,server_6,780.54,754.86
21:32:30,server_7,1026.27,554.76
21:32:30,server_8,656.76,724.8
21:32:30,server_5,924.68,919.55
21:32:35,server_11,0.0,0.0
21:32:35,server_19,892.07,1026.44
21:32:35,server_18,5074.4,5601.07
21:32:35,server_17,300.59,287.7
21:32:35,server_16,980.2,1464.97
21:32:35,server_15,900.45,1319.63
21:32:35,server_14,876.83,1289.43
21:32:35,server_13,616.06,719.81
21:32:35,server_12,436.71,375.46
21:32:35,server_20,158.19,202.94
21:32:35,server_10,364.34,477.99
21:32:35,server_8,3363.05,3518.33
21:32:35,server_7,481.25,407.84
21:32:35,server_6,355.43,485.86
21:32:35,server_5,5795.12,5308.38
21:32:35,server_4,3.58,5.13
21:32:35,server_3,2104.44,2265.25
21:32:35,server_2,1006.48,513.3
21:32:35,server_1,290.48,283.5
21:32:35,server_9,404.14,266.64
21:32:40,server_13,880.66,541.74
21:32:40,server_14,428.47,403.44
21:32:40,server_15,1000.7,908.43
21:32:40,server_12,13702.35,11227.25
21:32:40,server_17,13391.27,13424.85
21:32:40,server_18,491.79,517.13
21:32:40,server_19,992.38,942.4
21:32:40,server_16,17.36,14.26
21:32:40,server_11,1005.25,750.93
21:32:40,server_20,1701.79,1573.49
21:32:40,server_9,292.54,306.74
21:32:40,server_1,452.15,312.23
21:32:40,server_2,262.25,153.17
21:32:40,server_3,296.98,321.4
21:32:40,server_4,144.69,144.51
21:32:40,server_10,3011.02,3406.21
21:32:40,server_6,492.43,458.56
21:32:40,server_7,1018.97,1405.16
21:32:40,server_8,287.56,176.26
21:32:40,server_5,3408.58,2993.95
21:32:45,server_19,943.71,804.2
21:32:45,server_18,456.22,230.83
21:32:45,server_17,595.6,398.82
21:32:45,server_16,886.23,859.63
21:32:45,server_15,3929.61,3396.2
21:32:45,server_14,172.99,95.11
21:32:45,server_13,844.01,958.7
21:32:45,server_12,17092.88,18284.17
21:32:45,server_11,829.79,839.93
21:32:45,server_20,366.2,509.92
21:32:45,server_9,1095.15,898.02
21:32:45,server_1,343.45,283.46
21:32:45,server_2,875.58,478.02
21:32:45,server_3,3217.87,3298.11
21:32:45,server_4,584.19,360.19
21:32:45,server_10,280.89,352.13
21:32:45,server_6,174.33,252.13
21:32:45,server_7,473.91,577.66
21:32:45,server_8,927.75,709.22
21:32:45,server_5,12584.23,12477.15
21:32:50,server_11,555.89,384.75
21:32:50,server_19,536.09,739.32
21:32:50,server_18,688.9,615.07
21:32:50,server_17,54.98,71.72
21:32:50,server_16,730.27,687.33
21:32:50,server_15,1007.61,1018.59
21:32:50,server_14,682.94,744.27
21:32:50,server_13,297.45,216.97
21:32:50,server_12,910.86,1089.24
21:32:50,server_20,402.08,602.08
21:32:50,server_10,15012.18,12958.62
21:32:50,server_8,200.06,289.64
21:32:50,server_9,352.91,303.45
21:32:50,server_1,919.02,1229.1
21:32:50,server_2,417.77,443.93
21:32:50,server_3,306.93,379.18
21:32:50,server_5,38.68,27.58
21:32:50,server_6,18359.93,18474.31
21:32:50,server_7,379.29,315.84
21:32:50,server_4,586.05,727.45
21:32:55,server_20,496.38,321.66
21:32:55,server_11,171.27,134.17
21:32:55,server_18,14181.94,15816.89
21:32:55,server_17,264.71,241.09
21:32:55,server_16,14500.61,12653.55
21:32:55,server_15,447.22,475.58
21:32:55,server_14,197.42,163.07
21:32:55,server_13,811.94,683.18
21:32:55,server_12,13190.03,11723.96
21:32:55,server_19,182.63,126.58
21:32:55,server_10,54.26,58.87
21:32:55,server_8,101.59,125.1
21:32:55,server_1,263.89,359.65
21:32:55,server_2,527.89,382.17
21:32:55,server_3,3232.36,2785.58
21:32:55,server_9,805.88,478.1
21:32:55,server_5,54.69,70.38
21:32:55,server_6,464.14,455.27
21:32:55,server_7,668.45,871.36
21:32:55,server_4,2971.19,2935.92
21:33:00,server_12,988.62,1243.87
21:33:00,server_19,421.65,357.55
21:33:00,server_18,297.76,248.02
21:33:00,server_17,204.74,113.32
21:33:00,server_16,338.19,293.38
21:33:00,server_15,175.54,247.55
21:33:00,server_14,900.63,940.35
21:33:00,server_13,597.56,585.3
21:33:00,server_11,550.87,410.63
21:33:00,server_20,989.7,826.61
21:33:00,server_9,338.8,291.3
21:33:00,server_1,687.33,632.54
21:33:00,server_2,291.74,347.69
21:33:00,server_3,3945.6,4330.69
21:33:00,server_4,239.36,301.22
21:33:00,server_10,4459.26,4541.02
21:33:00,server_6,903.65,768.86
21:33:00,server_7,982.44,1053.0
21:33:00,server_8,630.64,804.23
21:33:00,server_5,7.95,8.07
21:33:05,server_11,91.56,80.82
21:33:05,server_19,314.5,190.78
21:33:05,server_18,571.01,762.45
21:33:05,server_17,64.16,43.05
21:33:05,server_16,859.1,1027.54
21:33:05,server_15,527.5,368.42
21:33:05,server_14,4379.18,4433.12
21:33:05,server_13,275.34,298.19
21:33:05,server_12,646.04,415.8
21:33:05,server_20,574.6,676.15
21:33:05,server_10,197.74,194.07
21:33:05,server_8,54.29,60.04
21:33:05,server_7,940.04,1207.25
21:33:05,server_6,7.23,8.07
21:33:05,server_5,923.48,960.75
21:33:05,server_4,589.14,845.6
21:33:05,server_3,624.94,423.61
21:33:05,server_2,870.47,1031.44
21:33:05,server_1,4.93,4.44
21:33:05,server_9,170.91,216.23
21:33:10,server_13,901.63,1262.73
21:33:10,server_14,449.72,363.39
21:33:10,server_15,898.22,562.14
21:33:10,server_12,800.03,1019.73
21:33:10,server_17,225.39,303.65
21:33:10,server_18,760.81,608.0
21:33:10,server_19,3718.26,3204.29
21:33:10,server_16,0.0,0.0
21:33:10,server_11,314.8,163.73
21:33:10,server_20,198.72,152.44
21:33:10,server_9,949.95,870.26
21:33:10,server_1,346.33,233.48
21:33:10,server_2,19876.85,19824.82
21:33:10,server_3,482.64,421.13
21:33:10,server_4,782.73,954.83
21:33:10,server_10,133.9,71.49
21:33:10,server_6,1027.15,1302.78
21:33:10,server_7,4508.82,3775.42
21:33:10,server_8,867.82,719.18
21:33:10,server_5,592.02,557.62
21:33:15,server_20,13247.2,14034.19
21:33:15,server_19,366.41,432.68
21:33:15,server_18,839.55,1054.86
21:33:15,server_17,2001.98,1961.32
21:33:15,server_16,32.84,20.57
21:33:15,server_15,122.04,175.95
21:33:15,server_14,902.43,1128.41
21:33:15,server_12,375.91,493.13
21:33:15,server_11,614.91,442.34
21:33:15,server_13,4891.76,4045.74
21:33:15,server_9,14218.76,12310.93
21:33:15,server_10,100.35,134.76
21:33:15,server_2,331.84,482.15
21:33:15,server_3,214.27,313.76
21:33:15,server_4,964.61,824.52
21:33:15,server_1,548.17,696.06
21:33:15,server_6,120.68,172.49
21:33:15,server_7,410.85,526.85
21:33:15,server_8,261.4,295.24
