ts,server_id,cpu_pct,mem_pct,net_in,net_out,disk_io
21:27:15,server_10,34.3,21.77,42.09,21.91,8194.74
21:27:20,server_13,59.95,31.63,5326.16,6230.79,64.86
21:27:20,server_14,32.22,40.64,443.36,414.06,61.2
21:27:20,server_15,45.12,30.72,64.42,75.61,5724.7
21:27:20,server_16,61.48,65.34,675.66,550.31,20.6
21:27:20,server_12,30.81,46.46,170.84,99.54,4795.23
21:27:20,server_18,23.08,26.12,215.51,109.12,78.21
21:27:20,server_19,45.81,45.88,443.62,551.22,0.0
21:27:20,server_20,36.16,40.56,41.49,35.34,6514.09
21:27:20,server_17,21.38,84.96,135.87,145.43,29.48
21:27:20,server_11,27.26,25.22,260.44,315.56,0.0
21:27:20,server_1,29.95,83.22,149.88,130.43,15.38
21:27:20,server_9,46.59,38.56,371.31,301.97,56.05
21:27:20,server_8,20.03,48.18,10.24,14.2,4871.56
21:27:20,server_7,32.52,43.48,26.16,28.37,6062.29
21:27:20,server_6,29.83,25.62,289.88,313.28,64.6
21:27:20,server_5,46.96,32.68,1.34,1.68,5890.88
21:27:20,server_4,55.77,53.93,508.44,685.84,48.39
21:27:20,server_3,67.5,67.84,619.05,889.8,59.82
21:27:20,server_2,68.58,40.86,2222.26,2263.6,679.63
21:27:20,server_10,31.36,38.03,78.56,110.9,8861.58
21:27:25,server_13,37.2,33.43,63.44,47.4,8266.09
21:27:25,server_14,52.18,59.88,1025.75,1227.14,1853.23
21:27:25,server_15,86.43,14.98,818.29,839.25,112.23
21:27:25,server_16,54.39,63.24,533.47,720.48,24.9
21:27:25,server_20,50.5,64.26,537.36,775.6,142.66
21:27:25,server_18,71.98,46.05,19553.55,20710.53,102.39
21:27:25,server_19,60.81,64.99,555.47,722.49,77.12
21:27:25,server_12,53.32,50.87,5433.05,6168.63,190.23
21:27:25,server_17,64.32,49.85,3699.43,3311.07,1390.9
21:27:25,server_11,97.76,90.74,946.4,1297.51,128.03
21:27:25,server_1,58.93,58.55,16967.24,13722.29,188.68
21:27:25,server_9,19.45,89.64,136.24,174.53,79.3
21:27:25,server_2,42.0,35.37,465.74,372.76,50.52
21:27:25,server_3,57.7,63.73,604.87,570.84,0.0
21:27:25,server_4,15.42,93.24,124.99,120.24,60.83
21:27:25,server_10,69.14,41.36,15332.66,17432.36,178.06
21:27:25,server_6,92.5,85.57,914.34,1197.06,0.0
21:27:25,server_7,55.51,60.33,1154.04,1094.06,1659.78
21:27:25,server_8,49.94,39.26,546.58,629.98,76.79
21:27:25,server_5,56.51,81.04,599.21,382.76,100.23
21:27:30,server_12,30.81,37.62,214.4,302.88,114.94
21:27:30,server_19,37.21,20.91,46.55,61.52,6680.63
21:27:30,server_18,88.26,85.03,788.43,793.45,149.51
21:27:30,server_17,96.37,94.51,942.64,1245.68,100.08
21:27:30,server_16,47.22,24.77,192.76,136.35,7225.61
21:27:30,server_15,69.66,42.61,19680.67,17868.5,14.88
21:27:30,server_14,49.02,44.55,579.63,664.65,61.6
21:27:30,server_13,29.16,43.09,382.09,557.86,0.0
21:27:30,server_20,64.1,65.99,593.6,463.89,75.56
21:27:30,server_11,78.51,37.57,5632.34,5903.57,27.05
21:27:30,server_9,35.0,53.4,359.78,430.59,94.9
21:27:30,server_8,76.77,48.32,7864.29,6518.49,68.06
21:27:30,server_7,30.99,45.1,353.22,502.19,73.8
21:27:30,server_6,53.54,76.59,503.91,423.24,48.76
21:27:30,server_5,57.59,69.72,2563.5,2999.82,1813.21
21:27:30,server_4,85.78,84.62,774.87,544.28,64.5
21:27:30,server_3,98.27,84.48,986.76,920.52,84.47
21:27:30,server_2,41.98,65.7,433.82,284.07,74.15
21:27:30,server_1,67.95,77.4,647.46,411.98,143.34
21:27:30,server_10,47.64,44.51,4034.14,4397.03,1677.78
21:27:35,server_13,49.64,42.99,474.37,691.54,30.33
21:27:35,server_14,90.1,87.77,963.96,789.7,62.85
21:27:35,server_15,67.97,74.2,598.34,518.63,53.35
21:27:35,server_16,27.86,93.46,248.96,312.1,60.6
21:27:35,server_12,27.69,28.55,203.33,170.19,2.73
21:27:35,server_18,27.19,38.09,306.73,327.38,54.22
21:27:35,server_19,93.8,95.11,899.21,991.51,66.44
21:27:35,server_20,5.82,85.47,36.82,35.37,23.95
21:27:35,server_17,44.22,51.27,471.4,546.83,62.33
21:27:35,server_11,28.96,41.3,11.88,12.4,4600.72
21:27:35,server_10,46.3,55.39,432.55,642.23,56.51
21:27:35,server_9,42.65,37.67,399.36,210.9,73.98
21:27:35,server_8,32.59,44.9,346.64,455.1,44.27
21:27:35,server_7,40.54,60.46,389.47,414.98,0.71
21:27:35,server_6,81.47,5.68,709.11,1043.06,16.85
21:27:35,server_5,24.13,91.42,234.44,163.75,32.75
21:27:35,server_4,35.75,39.26,395.55,405.02,0.0
21:27:35,server_3,43.79,20.69,183.54,197.35,5313.19
21:27:35,server_2,87.11,93.96,849.93,888.61,155.45
21:27:35,server_1,35.46,36.91,455.33,579.19,0.0
21:27:40,server_13,68.93,78.44,725.33,796.06,27.79
21:27:40,server_14,60.43,72.31,585.84,730.56,48.64
21:27:40,server_15,7.71,99.29,78.87,118.0,46.87
21:27:40,server_16,24.53,30.75,190.36,216.1,0.0
21:27:40,server_20,35.15,49.87,389.2,205.69,90.21
21:27:40,server_18,64.03,41.64,2130.45,2327.73,1229.47
21:27:40,server_19,47.88,50.84,439.75,415.95,0.0
21:27:40,server_12,36.06,20.61,398.8,444.95,0.0
21:27:40,server_17,51.55,62.58,1399.52,1613.15,1150.82
21:27:40,server_11,31.9,36.9,59.04,73.22,6721.63
21:27:40,server_10,37.88,45.71,325.18,470.43,32.23
21:27:40,server_9,60.88,76.97,635.35,509.35,154.66
21:27:40,server_2,91.3,3.89,851.92,1170.55,26.32
21:27:40,server_3,53.74,48.47,1616.39,1449.53,1335.85
21:27:40,server_4,35.82,39.12,164.04,143.56,6880.74
21:27:40,server_1,62.76,47.96,6120.49,6041.59,161.27
21:27:40,server_6,67.39,76.73,723.86,386.82,92.42
21:27:40,server_7,69.78,79.35,658.78,440.13,159.99
21:27:40,server_8,64.89,64.74,3882.84,3158.51,1388.93
21:27:40,server_5,62.78,42.26,18698.43,18671.85,124.81
21:27:45,server_12,11.17,81.3,104.92,69.71,61.9
21:27:45,server_19,84.11,23.42,838.67,1050.65,120.44
21:27:45,server_18,30.73,42.14,272.02,311.65,0.0
21:27:45,server_17,2.94,95.97,17.82,12.33,23.2
21:27:45,server_16,98.08,7.33,1028.24,1279.4,19.18
21:27:45,server_15,90.33,97.58,890.52,897.88,130.43
21:27:45,server_14,35.03,43.52,394.59,529.73,16.23
21:27:45,server_13,1.96,96.04,0.0,0.0,86.75
21:27:45,server_11,14.46,97.78,89.5,63.53,32.79
21:27:45,server_20,89.5,84.79,914.82,725.16,165.03
21:27:45,server_9,23.58,33.98,226.27,209.6,15.36
21:27:45,server_1,53.66,33.12,583.93,616.27,80.28
21:27:45,server_2,63.18,58.05,636.63,919.44,51.72
21:27:45,server_3,20.63,81.95,226.63,320.76,14.98
21:27:45,server_4,53.31,75.11,522.38,686.03,0.0
21:27:45,server_10,63.86,49.46,4144.2,3980.37,1004.28
21:27:45,server_6,22.8,90.41,281.8,251.79,107.01
21:27:45,server_7,87.6,80.96,953.78,998.37,96.52
21:27:45,server_8,21.55,95.63,260.68,299.1,0.0
21:27:45,server_5,61.86,52.29,651.24,655.22,35.7
21:27:50,server_12,99.24,83.05,945.56,764.87,114.78
21:27:50,server_19,41.73,34.32,124.41,63.32,4293.31
21:27:50,server_18,23.68,90.73,241.97,176.25,50.1
21:27:50,server_17,96.19,13.43,949.96,521.54,114.81
21:27:50,server_16,18.81,91.12,85.12,74.21,68.24
21:27:50,server_15,98.88,25.83,1006.86,1154.13,96.89
21:27:50,server_14,36.69,54.97,351.43,487.57,61.8
21:27:50,server_13,12.07,86.38,141.92,204.95,0.0
21:27:50,server_11,40.98,45.25,448.8,456.69,82.19
21:27:50,server_20,65.85,75.73,642.56,817.83,130.36
21:27:50,server_9,68.14,73.28,681.74,608.68,30.24
21:27:50,server_1,43.93,51.64,424.08,476.5,105.9
21:27:50,server_2,69.19,62.22,4039.69,3538.37,1573.5
21:27:50,server_3,52.68,66.94,479.15,389.39,1.28
21:27:50,server_4,9.62,84.29,114.08,63.89,1.4
21:27:50,server_10,59.84,60.49,554.05,752.89,52.07
21:27:50,server_6,67.47,73.52,612.49,749.01,0.0
21:27:50,server_7,43.46,50.63,288.22,220.83,20.28
21:27:50,server_8,40.25,42.37,380.33,302.66,0.0
21:27:50,server_5,49.52,43.34,1496.88,1203.86,813.45
21:27:55,server_11,88.04,13.95,865.11,786.58,15.73
21:27:55,server_19,66.4,79.39,646.06,950.97,12.65
21:27:55,server_18,62.83,49.29,1449.87,1373.28,621.04
21:27:55,server_17,39.91,20.87,101.85,136.44,5032.02
21:27:55,server_16,12.97,94.12,89.86,47.88,76.08
21:27:55,server_15,97.47,2.53,945.72,772.62,0.0
21:27:55,server_14,82.09,5.0,803.81,500.28,0.0
21:27:55,server_13,47.1,32.72,178.09,139.79,6012.04
21:27:55,server_12,36.59,46.12,459.38,289.84,6.36
21:27:55,server_20,48.73,61.36,2466.08,2085.7,1511.91
21:27:55,server_10,58.44,79.81,601.93,338.46,58.52
21:27:55,server_8,42.55,64.83,3336.38,3255.08,1852.65
21:27:55,server_7,83.35,9.4,868.54,733.4,0.0
21:27:55,server_6,55.91,51.87,3988.54,3761.89,977.12
21:27:55,server_5,10.8,99.86,109.3,126.55,0.0
21:27:55,server_4,93.62,2.87,932.85,634.78,36.63
21:27:55,server_3,92.87,0.67,903.47,559.25,65.01
21:27:55,server_2,94.46,80.77,922.29,694.5,87.86
21:27:55,server_1,62.12,66.92,671.05,834.59,22.23
21:27:55,server_9,31.07,46.88,299.96,436.04,44.08
21:28:00,server_13,59.27,54.9,596.0,361.48,0.0
21:28:00,server_14,61.94,68.67,625.28,404.58,96.15
21:28:00,server_15,30.68,6.64,288.02,378.94,0.04
21:28:00,server_12,65.1,76.4,707.43,649.86,92.55
21:28:00,server_17,0.79,94.53,0.0,0.0,77.49
21:28:00,server_18,72.99,58.37,11046.22,11759.69,153.1
21:28:00,server_19,34.24,64.32,290.65,266.28,68.85
21:28:00,server_16,69.03,32.43,11832.65,13562.65,101.8
21:28:00,server_11,88.83,90.15,895.11,1324.52,93.89
21:28:00,server_20,44.84,66.61,1067.8,1020.49,1741.9
21:28:00,server_9,27.13,33.97,287.8,353.01,114.02
21:28:00,server_1,78.61,30.29,13108.39,12389.54,18.49
21:28:00,server_2,68.14,64.69,777.08,813.95,16.42
21:28:00,server_3,99.37,93.77,1028.52,625.48,188.63
21:28:00,server_4,68.18,77.04,666.59,567.12,78.06
21:28:00,server_10,49.24,50.41,466.05,350.16,62.11
21:28:00,server_6,89.87,1.63,938.57,555.43,109.65
21:28:00,server_7,56.38,51.15,11747.35,14085.91,184.59
21:28:00,server_8,38.03,37.64,135.96,147.54,3339.13
21:28:00,server_5,25.21,90.13,112.02,110.44,30.46
21:28:05,server_19,68.01,53.25,4018.26,3963.07,1388.68
21:28:05,server_18,46.27,20.95,48.12,24.44,7283.05
21:28:05,server_17,87.29,10.93,883.57,1231.82,0.0
21:28:05,server_16,68.13,68.04,1055.81,964.6,737.32
21:28:05,server_15,51.8,50.19,4794.54,5034.42,1743.89
21:28:05,server_14,66.06,52.88,4633.79,3988.51,1860.2
21:28:05,server_13,73.66,36.29,7064.41,6261.52,0.2
21:28:05,server_12,41.7,58.53,461.26,302.3,44.35
21:28:05,server_11,53.66,56.97,449.95,395.32,0.0
21:28:05,server_20,34.5,29.39,385.0,514.26,82.03
21:28:05,server_9,1.78,96.39,0.0,0.0,27.55
21:28:05,server_1,90.11,9.39,876.18,816.33,84.41
21:28:05,server_2,42.02,37.51,392.78,325.38,77.7
21:28:05,server_3,78.86,47.26,5266.17,6232.4,38.82
21:28:05,server_4,48.37,48.46,4111.58,4556.89,712.26
21:28:05,server_10,32.9,24.0,292.01,307.0,81.82
21:28:05,server_6,55.56,45.12,4933.29,4196.85,1273.72
21:28:05,server_7,62.78,65.61,586.47,668.83,0.0
21:28:05,server_8,95.42,96.42,971.06,1396.27,132.87
21:28:05,server_5,54.01,51.78,496.5,342.31,41.33
21:28:10,server_11,60.14,58.08,508.71,752.17,0.0
21:28:10,server_19,41.18,53.62,1812.81,1600.71,1014.34
21:28:10,server_18,90.82,12.93,922.12,888.46,41.11
21:28:10,server_17,51.8,53.91,4411.54,4564.14,657.6
21:28:10,server_16,27.27,22.97,11.89,10.8,8717.14
21:28:10,server_15,43.04,27.45,398.69,510.96,47.03
21:28:10,server_14,99.48,12.21,941.48,1225.62,93.69
21:28:10,server_13,26.18,33.87,197.61,228.23,34.92
21:28:10,server_12,30.46,46.26,322.17,431.26,0.0
21:28:10,server_20,57.14,53.69,591.02,474.02,111.88
21:28:10,server_10,52.18,39.5,17636.9,16606.9,122.82
21:28:10,server_8,74.22,58.01,9822.22,10061.29,59.2
21:28:10,server_9,48.09,50.65,497.35,343.9,75.71
21:28:10,server_1,96.11,88.35,961.58,1252.58,22.37
21:28:10,server_2,31.88,35.64,179.22,114.83,4690.36
21:28:10,server_3,20.07,23.11,50.59,53.29,8712.92
21:28:10,server_5,46.21,57.07,435.36,652.56,97.23
21:28:10,server_6,58.53,57.1,712.54,917.67,7.29
21:28:10,server_7,31.67,35.55,425.78,304.27,15.98
21:28:10,server_4,29.04,31.28,152.25,132.05,6341.78
21:28:15,server_20,25.01,20.19,150.77,202.04,120.04
21:28:15,server_11,93.27,86.66,980.56,606.67,111.83
21:28:15,server_18,21.03,31.71,97.53,107.43,3198.1
21:28:15,server_17,34.97,48.93,80.84,50.5,8671.56
21:28:15,server_16,42.92,37.16,182.51,203.92,9041.49
21:28:15,server_15,26.58,36.46,328.96,368.37,0.0
21:28:15,server_14,86.01,86.68,870.22,751.1,28.17
21:28:15,server_13,53.81,40.39,13232.28,10958.69,143.07
21:28:15,server_12,42.1,43.22,42.18,29.26,7887.3
21:28:15,server_19,28.02,30.62,308.11,322.01,25.52
21:28:15,server_10,39.24,44.49,365.9,443.54,79.87
21:28:15,server_8,91.21,86.84,901.46,714.84,69.52
21:28:15,server_1,22.31,25.57,313.63,351.24,48.75
21:28:15,server_2,64.29,58.08,8351.28,7370.14,176.39
21:28:15,server_3,23.04,96.45,227.55,221.06,107.8
21:28:15,server_9,54.61,43.63,7034.71,8050.92,173.07
21:28:15,server_5,91.02,82.91,983.86,977.68,62.57
21:28:15,server_6,34.31,24.06,316.23,285.41,48.34
21:28:15,server_7,25.88,38.57,196.19,128.04,8899.65
21:28:15,server_4,54.31,50.64,3418.9,3774.04,1933.49
21:28:20,server_12,94.85,18.6,942.2,1379.03,16.77
21:28:20,server_19,51.61,68.7,541.88,665.03,153.27
21:28:20,server_18,65.8,63.44,683.89,733.14,158.7
21:28:20,server_17,20.31,30.81,169.74,97.19,5131.75
21:28:20,server_16,40.81,52.2,376.69,361.28,9.16
21:28:20,server_15,35.61,36.19,398.83,376.47,9.44
21:28:20,server_14,69.05,67.61,700.24,660.0,125.07
21:28:20,server_13,89.75,98.45,905.33,1185.84,91.04
21:28:20,server_11,39.38,48.51,307.86,196.52,66.77
21:28:20,server_20,44.48,60.01,451.02,544.53,34.07
21:28:20,server_9,61.67,72.56,585.29,325.63,24.91
21:28:20,server_1,12.12,92.69,172.85,169.45,42.91
21:28:20,server_2,36.02,33.8,375.16,497.02,11.41
21:28:20,server_3,61.76,51.59,2348.61,2374.41,1083.81
21:28:20,server_4,37.02,26.65,168.23,181.41,3336.75
21:28:20,server_10,27.63,27.67,316.05,208.78,0.0
21:28:20,server_6,29.25,21.6,67.83,52.76,8621.1
21:28:20,server_7,61.75,54.69,651.66,526.17,92.05
21:28:20,server_8,2.52,87.9,0.0,0.0,0.0
21:28:20,server_5,59.57,72.29,661.49,871.75,136.98
21:28:25,server_11,95.2,29.73,865.21,484.69,9.01
21:28:25,server_19,54.08,58.63,3360.01,3823.75,970.07
21:28:25,server_18,88.7,84.63,892.26,1043.55,124.59
21:28:25,server_17,39.99,42.52,350.03,251.15,137.21
21:28:25,server_16,64.04,71.05,632.83,354.4,16.12
21:28:25,server_15,59.63,70.56,640.28,787.01,68.03
21:28:25,server_14,68.18,59.01,758.46,1043.01,59.24
21:28:25,server_13,43.37,47.95,4820.97,5173.2,1838.41
21:28:25,server_12,54.61,51.02,596.84,497.76,22.79
21:28:25,server_20,67.15,53.82,2556.99,2368.37,1580.87
21:28:25,server_10,81.8,4.85,647.36,375.3,30.46
21:28:25,server_8,81.56,20.97,732.06,787.51,156.59
21:28:25,server_7,26.68,29.84,97.31,128.4,7289.88
21:28:25,server_6,22.32,31.36,7.43,7.88,6663.21
21:28:25,server_5,64.07,73.14,714.57,889.02,0.0
21:28:25,server_4,90.8,13.55,853.4,1098.16,0.0
21:28:25,server_3,50.54,61.2,503.66,712.93,94.79
21:28:25,server_2,64.1,51.07,622.85,340.66,133.15
21:28:25,server_1,66.17,43.88,1988.54,1601.18,1107.01
21:28:25,server_9,50.45,51.44,6524.78,7604.33,46.66
21:28:30,server_13,59.95,66.57,555.57,601.34,33.56
21:28:30,server_14,85.66,15.41,871.25,481.35,113.84
21:28:30,server_15,93.5,22.4,819.89,549.7,132.65
21:28:30,server_12,30.26,42.06,331.96,472.17,18.99
21:28:30,server_18,62.41,75.83,605.24,897.01,145.75
21:28:30,server_19,72.34,59.36,6173.73,5616.09,129.69
21:28:30,server_20,60.42,47.6,4218.42,3876.69,1335.68
21:28:30,server_16,38.54,49.6,391.74,484.44,90.46
21:28:30,server_11,92.01,97.61,921.32,1039.46,30.82
21:28:30,server_17,24.28,45.97,374.39,378.2,40.46
21:28:30,server_9,24.61,89.74,275.75,397.42,0.0
21:28:30,server_2,28.91,31.99,177.04,205.4,6022.4
21:28:30,server_3,97.88,93.39,1031.62,760.92,52.26
21:28:30,server_10,85.95,20.34,795.11,788.08,0.0
21:28:30,server_4,53.98,64.07,4503.4,4683.56,958.98
21:28:30,server_1,67.65,52.04,14933.72,16221.9,42.65
21:28:30,server_6,33.45,37.19,312.98,298.85,0.0
21:28:30,server_7,34.01,45.55,363.33,412.44,22.79
21:28:30,server_8,47.13,31.43,185.37,242.14,6966.8
21:28:30,server_5,85.16,92.01,925.83,591.36,149.65
21:28:35,server_12,56.8,32.95,5684.44,5919.06,94.98
21:28:35,server_20,26.51,34.02,6.17,4.57,4852.37
21:28:35,server_19,62.89,51.54,581.41,656.15,23.84
21:28:35,server_18,47.18,59.06,4285.39,4954.75,1104.87
21:28:35,server_17,22.92,29.55,228.19,128.55,80.62
21:28:35,server_16,33.95,38.28,123.62,156.56,8256.57
21:28:35,server_15,63.78,65.01,634.02,368.52,67.61
21:28:35,server_14,48.8,41.08,437.3,435.9,43.46
21:28:35,server_13,21.98,43.58,117.34,140.25,8783.78
21:28:35,server_11,6.55,95.58,108.6,84.77,139.56
21:28:35,server_10,27.4,14.59,265.61,153.04,106.73
21:28:35,server_9,49.92,39.39,510.03,550.07,38.93
21:28:35,server_2,85.21,5.3,807.6,552.61,124.55
21:28:35,server_3,21.97,18.7,210.05,155.66,26.61
21:28:35,server_4,24.18,29.11,101.69,110.04,6203.62
21:28:35,server_1,34.78,35.73,395.77,413.24,67.24
21:28:35,server_6,83.55,10.16,736.31,925.15,56.57
21:28:35,server_7,53.94,57.59,564.98,510.21,59.34
21:28:35,server_8,49.13,55.93,503.27,724.0,165.65
21:28:35,server_5,43.76,42.48,340.07,294.36,0.0
21:28:40,server_12,66.41,73.4,732.05,661.44,0.0
21:28:40,server_19,71.13,56.43,13818.08,11585.82,109.59
21:28:40,server_18,81.93,23.82,823.11,582.42,33.08
21:28:40,server_17,24.3,33.74,150.5,138.21,7097.27
21:28:40,server_16,0.65,95.94,0.0,0.0,0.25
21:28:40,server_15,64.5,56.99,625.63,706.72,21.99
21:28:40,server_14,65.43,53.92,609.97,479.1,143.53
21:28:40,server_13,40.8,41.31,1964.47,2297.87,678.66
21:28:40,server_11,97.19,86.22,926.58,1090.17,89.65
21:28:40,server_20,85.56,13.07,731.04,984.92,16.18
21:28:40,server_9,51.33,48.41,9617.61,9631.66,97.37
21:28:40,server_1,28.25,38.25,295.94,216.84,0.0
21:28:40,server_2,74.13,41.24,6004.68,6119.66,71.26
21:28:40,server_3,59.19,76.82,556.1,365.78,122.6
21:28:40,server_4,66.37,63.4,681.01,511.68,165.16
21:28:40,server_10,42.98,44.07,404.67,513.5,66.13
21:28:40,server_6,88.75,90.83,827.99,661.24,82.99
21:28:40,server_7,59.87,81.57,605.6,764.32,49.35
21:28:40,server_8,4.71,92.0,58.28,30.44,38.66
21:28:40,server_5,43.24,44.11,3118.05,3686.93,931.39
21:28:45,server_12,25.68,39.38,282.36,374.52,58.44
21:28:45,server_19,74.65,39.57,13169.46,14484.93,135.91
21:28:45,server_18,41.37,57.35,404.31,440.78,33.88
21:28:45,server_17,85.09,9.12,873.25,1131.0,111.77
21:28:45,server_16,4.69,82.36,57.88,57.38,0.0
21:28:45,server_15,57.53,71.15,641.51,337.49,159.2
21:28:45,server_14,61.41,82.97,693.04,954.03,1.04
21:28:45,server_13,90.19,8.36,868.84,801.86,118.72
21:28:45,server_11,98.51,82.16,1015.58,764.01,129.23
21:28:45,server_20,96.88,29.59,936.22,880.77,1.41
21:28:45,server_9,42.71,32.7,21.94,14.94,3613.51
21:28:45,server_1,85.08,19.14,850.81,986.63,93.74
21:28:45,server_2,29.95,43.75,348.16,429.41,0.0
21:28:45,server_3,66.23,81.02,671.55,965.41,43.07
21:28:45,server_4,6.24,92.49,69.75,58.24,65.48
21:28:45,server_10,33.92,48.0,306.96,166.58,49.56
21:28:45,server_6,59.83,70.59,574.34,747.79,147.71
21:28:45,server_7,90.71,13.19,935.31,1158.24,87.55
21:28:45,server_8,57.84,63.19,603.2,397.11,0.0
21:28:45,server_5,49.31,49.8,3077.82,2519.21,1935.74
21:28:50,server_11,53.4,45.15,1018.3,851.12,1367.37
21:28:50,server_19,92.77,92.63,828.95,483.82,135.82
21:28:50,server_18,23.09,37.93,212.74,298.28,51.39
21:28:50,server_17,1.96,89.49,0.0,0.0,64.57
21:28:50,server_16,96.62,94.51,1023.3,1203.92,134.61
21:28:50,server_15,76.48,34.23,8553.15,9687.3,95.87
21:28:50,server_14,81.99,22.62,795.57,475.03,43.7
21:28:50,server_13,30.72,25.19,351.92,293.17,33.34
21:28:50,server_12,29.59,27.61,142.05,123.85,4035.33
21:28:50,server_20,90.55,93.99,872.39,869.62,192.58
21:28:50,server_10,45.19,63.72,3799.76,4126.06,1256.38
21:28:50,server_8,52.8,41.94,11791.2,11987.79,72.87
21:28:50,server_7,76.37,31.5,13973.21,13121.06,76.31
21:28:50,server_6,20.76,94.71,250.51,358.22,150.1
21:28:50,server_5,59.77,62.79,3925.82,4184.69,1988.57
21:28:50,server_4,29.91,29.25,38.51,26.17,9133.08
21:28:50,server_3,61.27,48.56,3750.35,3808.76,1929.43
21:28:50,server_2,46.06,33.5,196.8,146.45,4108.15
21:28:50,server_1,83.67,12.74,842.73,1077.18,42.12
21:28:50,server_9,19.05,82.19,227.91,138.43,29.93
21:28:55,server_13,24.8,87.72,295.64,229.08,10.23
21:28:55,server_14,80.33,10.33,748.79,659.56,0.0
21:28:55,server_15,64.85,53.86,723.75,710.29,85.11
21:28:55,server_12,28.01,32.21,104.79,156.01,4.1
21:28:55,server_17,25.3,42.92,243.14,348.62,24.04
21:28:55,server_18,96.15,5.96,901.51,969.53,139.16
21:28:55,server_19,49.87,43.33,507.83,329.75,28.83
21:28:55,server_16,86.97,4.15,920.74,1379.75,15.07
21:28:55,server_11,12.89,88.68,148.36,150.45,0.0
21:28:55,server_20,69.4,36.63,9618.36,8359.88,154.58
21:28:55,server_9,38.71,63.54,367.72,282.89,13.54
21:28:55,server_1,26.08,31.46,271.49,312.33,105.18
21:28:55,server_2,35.97,36.07,175.01,170.87,6521.86
21:28:55,server_3,56.87,66.23,581.64,792.46,82.53
21:28:55,server_4,23.93,80.68,312.13,308.78,124.3
21:28:55,server_10,26.71,89.65,217.5,209.94,93.58
21:28:55,server_6,8.13,92.47,90.03,87.42,49.71
21:28:55,server_7,25.32,83.33,148.43,76.68,5.63
21:28:55,server_8,20.62,89.9,266.82,194.76,61.1
21:28:55,server_5,47.97,40.48,1646.58,1436.8,571.27
21:29:00,server_19,54.54,69.93,4097.83,3579.83,524.14
21:29:00,server_18,94.36,29.95,945.61,795.92,81.46
21:29:00,server_17,43.02,42.32,2182.31,1942.6,1428.79
21:29:00,server_16,59.59,59.56,1952.29,2124.76,1370.33
21:29:00,server_15,61.16,69.19,691.62,628.7,88.26
21:29:00,server_14,91.41,28.3,863.53,467.9,72.81
21:29:00,server_13,60.98,48.68,1061.06,1034.87,1026.91
21:29:00,server_12,38.99,39.55,325.71,251.94,0.0
21:29:00,server_11,71.86,48.18,8521.86,8252.4,188.47
21:29:00,server_20,37.7,47.05,166.02,228.12,9415.95
21:29:00,server_9,27.8,21.02,58.03,67.0,5727.23
21:29:00,server_1,29.27,39.45,318.15,288.77,59.67
21:29:00,server_2,30.29,38.64,339.75,355.52,89.82
21:29:00,server_3,43.9,50.32,476.9,380.88,13.79
21:29:00,server_4,49.54,64.56,1100.79,1038.16,719.29
21:29:00,server_10,53.68,41.55,13697.72,15165.95,42.35
21:29:00,server_6,45.89,64.89,470.19,496.51,21.41
21:29:00,server_7,92.93,4.41,989.45,1362.07,86.0
21:29:00,server_8,90.06,18.66,850.64,708.33,11.92
21:29:00,server_5,44.79,59.44,1119.21,1134.57,1002.03
21:29:05,server_11,98.64,96.67,1001.72,1006.41,51.23
21:29:05,server_19,21.97,44.9,31.07,40.76,6467.85
21:29:05,server_18,25.99,23.36,76.31,99.71,8290.13
21:29:05,server_17,52.28,74.19,520.23,365.25,80.82
21:29:05,server_16,97.22,11.47,902.62,1247.05,3.59
21:29:05,server_15,39.1,30.84,416.02,326.15,0.0
21:29:05,server_14,53.81,43.73,570.19,387.9,0.0
21:29:05,server_13,51.2,62.28,552.76,644.5,63.65
21:29:05,server_12,75.75,37.35,15585.23,14613.8,164.03
21:29:05,server_20,23.58,16.27,246.07,333.99,40.26
21:29:05,server_10,81.97,6.4,843.16,1026.42,71.34
21:29:05,server_8,68.39,76.84,691.11,788.57,23.57
21:29:05,server_9,52.58,53.38,542.02,429.74,35.75
21:29:05,server_1,82.22,3.91,841.63,1244.66,0.0
21:29:05,server_2,26.69,29.1,314.74,409.18,0.0
21:29:05,server_3,21.59,26.04,208.91,257.17,55.8
21:29:05,server_5,39.95,63.03,311.21,194.33,46.53
21:29:05,server_6,69.33,66.92,745.77,376.48,98.74
21:29:05,server_7,86.22,9.73,879.83,1222.97,87.14
21:29:05,server_4,86.25,18.33,829.88,1152.21,69.07
21:29:10,server_20,58.56,67.25,3154.28,3073.41,1854.42
21:29:10,server_11,94.08,23.28,846.45,698.05,77.77
21:29:10,server_18,91.18,10.61,863.78,508.46,39.99
21:29:10,server_17,47.8,43.44,543.23,639.29,0.02
21:29:10,server_16,39.99,49.71,380.29,246.86,0.0
21:29:10,server_15,57.29,49.31,2556.08,2442.99,1897.63
21:29:10,server_14,25.8,26.57,312.13,184.45,0.0
21:29:10,server_13,65.53,64.96,628.13,432.7,74.11
21:29:10,server_12,91.93,91.87,922.11,683.83,38.65
21:29:10,server_19,10.84,88.59,35.98,52.11,0.0
21:29:10,server_10,71.28,42.72,15735.91,16737.73,50.18
21:29:10,server_8,88.02,6.42,832.52,868.39,93.49
21:29:10,server_1,20.2,97.58,227.69,137.98,0.0
21:29:10,server_2,27.26,37.31,389.74,502.79,30.25
